pval	A	s.t..oConditionAKI	s.t..oConditionRef	gene	fdr
1.37651770981906e-33	0.0304048366157339	7.14017142516843e-06	9.30168134065101e-05	MAPKBP1	3.7939581118033e-29
3.6731710759475e-22	0.0185560244949441	0.000564646257489088	8.70999838623043e-05	MAPRE2	9.63803358617864e-18
0	0.160304524688823	0	0	MAPT	0
1.55242132949115e-82	0.0287622631512761	2.25454352448251e-06	0	MAPT-AS1	4.60246351554241e-78
9.64443063957917e-53	0.0326170344695607	0	0	MARC1	2.7684338150912e-48
1.0002292266407e-204	0.137683875478784	0	0	MARC2	3.0875075767945e-200
1.02283280803445e-28	0.0204738913636999	5.74229413554117e-05	0	MARCH1	2.76993352743809e-24
5.36488310614976e-31	0.0517628818657593	7.76080034903259e-07	0	MARCH6	1.46466673680994e-26
3.031615833128e-85	0.0768347708661338	0	0	MARCH7	9.00935593288979e-81
5.61352627744215e-23	0.016632629845628	0.000844235142648309	1.97047777494852e-06	MARCH9	1.47978166199652e-18
5.69874610561415e-44	0.0224166145049828	-5.59582168380146e-08	0.18978228034927	MARCKS	1.61189033597296e-39
2.69517467423797e-61	0.029911919739376	0	0	MARCOL	7.83136905093326e-57
5.48224407509749e-22	0.0304014119228014	1.82954246598643e-05	0.142807295078767	MARK2	1.43717028428681e-17
1.24275776152656e-134	0.127684527940731	0	0	MARK3	3.7783564223692e-130
8.11674794608968e-42	0.0323486994377724	0	0	MARVELD3	2.28705606876969e-37
1.04804713259403e-28	0.02005723228451	0.000252295105417744	0.00611879184492858	MASP1	2.83811163506464e-24
3.59348504322802e-46	0.0602594320276985	6.66743524513347e-06	0	MAST2	1.02087316593065e-41
3.16387439733673e-119	0.0612007675172575	2.46277593066724e-05	0.000234594149935818	MAST3	9.57230198914228e-115
0	0.707335932285477	0	0	MAST4	0
6.04600517167574e-55	0.0620999666442948	0	0	MAT2A	1.74161224975291e-50
2.19835520058788e-34	0.0329392389661766	4.07119382401788e-05	0.000328952981567598	MAX	6.06921903778302e-30
4.74518528951146e-244	0.129833780086314	0	0	MB21D2	1.47200392865935e-239
1.95681163134039e-188	0.0941952462918432	8.25106788332475e-06	0	MBD2	6.02287052010258e-184
3.58294183370004e-26	0.0359028801799838	0	0	MBD3	9.59404334809859e-22
7.41152323104384e-29	0.02772339365282	0.00216058215228521	0	MBD4	2.00807810421902e-24
2.01069687314511e-159	0.219422899304471	0	0	MBD5	6.15052066526359e-155
4.41612852996817e-51	0.0976887624176644	0	0	MBNL1	1.26451424327109e-46
1.09652212061973e-55	0.101061270755021	0	0	MBNL2	3.16368562241203e-51
5.51186856286602e-13	0.0142963769714166	0.00047328319919876	0.00498559935181114	MBNL3	1.34175416425847e-08
9.61026646936896e-152	0.0355997971828006	0	0.00326059313361854	MBOAT1	2.93564809839814e-147
8.53062055442987e-17	0.0413973163370684	7.83699945905436e-06	0	MBP	2.15892944991511e-12
6.67196367943953e-36	0.0459769725544377	0.000953425920989348	0.00214043017411181	MBTD1	1.85006880867179e-31
8.37196450892703e-84	0.0187618617813488	9.00840226213395e-05	2.46329190345396e-06	MCAM	2.48496650553972e-79
1.62717244086621e-130	0.0669763527583587	0	8.38637252154051e-06	MCC	4.94090911669023e-126
7.55729633353746e-11	0.0250300269979011	0	0	MCCC1	1.78374865360485e-06
8.72506387306077e-122	0.148555241684151	0	0	MCF2L	2.64256009523392e-117
9.07374829136635e-17	0.0141760794473546	2.08677369182286e-05	0.0870433695535638	MCMBP	2.29538610526694e-12
5.93660134161463e-57	0.021538223308999	0	0	MCOLN2	1.71579651975346e-52
2.84079265478018e-39	0.0516012955700103	1.33528494378199e-05	0.000371356533205636	MCPH1	7.95507167118094e-35
9.15716751212569e-173	0.0790435993910324	0	0	MCRIP2	2.80996842277089e-168
5.5273615825796e-212	0.0977609249665086	0	0	MCTP2	1.70801000263292e-207
0	0.226631530183768	0	0.00923567359255373	MCU	0
7.24324492843231e-88	0.0197685650429886	0.000261148670564204	0.00361964206908155	MCUB	2.1563140151943e-83
7.07753577311816e-84	0.0423177197981373	0	3.53144161411856e-05	MDFIC	2.10096649425013e-79
5.64117465245553e-54	0.0520173854117992	2.85553750900558e-06	0	MDM2	1.62262747703231e-49
1.75772672828195e-18	0.0348112145326028	0.000692454930092623	0.0250616489190326	MDN1	4.49907733371047e-14
2.94627589634413e-17	0.0147858852233968	1.67509612711836e-05	0	ME1	7.48206763876591e-13
5.47690987285089e-17	0.0130829875063719	0.00253981992873287	0.601825275790635	ME2	1.3880132690766e-12
6.82535322323556e-97	0.0466530057846358	0.000705366033918575	0.00477412189443593	ME3	2.04310123384333e-92
6.32563381235141e-276	0.347263659685635	0	0	MECOM	1.96803119169877e-271
5.61647903351128e-33	0.0634504787558921	0	5.34635589821697e-06	MED13	1.54514954690929e-28
0	0.357470552429691	0	0	MED13L	0
7.88732179325131e-35	0.0434141150249357	3.24989239891549e-05	0	MED27	2.18068672939812e-30
7.67981335310428e-310	0.191342175017287	3.50531950349398e-06	0	MEF2A	2.39548738110029e-305
1.50856536221628e-200	0.0988102091925453	0	0	MEG3	4.65286814668366e-196
9.61541604184439e-115	0.0764022416844992	0	0	MEG8	2.90395179879742e-110
1.38467951350911e-47	0.0375269953646644	0	0	MEGF11	3.94467499808475e-43
7.72273685478369e-57	0.0452696017971697	0.00754211289586526	0.00849088701445178	MEGF9	2.23163926892684e-52
4.61959469334813e-12	0.0187014660338695	0	0	MEIS1	1.11036578049316e-07
2.19576969592456e-81	0.0622220603869365	0	0.0362790206359808	MEIS2	6.50321110841977e-77
0	0.233656201321059	0	0.00678533101918	MET	0
1.03264756329087e-80	0.0919947235738554	0	0	METTL15	3.05694658160996e-76
5.7974681916028e-11	0.0177074811576892	0.00304291496146014	0.175729288798001	METTL16	1.3708693285864e-06
4.54597552126148e-47	0.0222541463918296	0	0.325873159706386	METTL21A	1.29364825408538e-42
3.39477404900304e-31	0.0328817622541953	0	0	METTL24	9.275541134091e-27
2.83070000394802e-28	0.0190367294777796	4.42620947693761e-06	0	METTL26	7.65109904067111e-24
1.92899902743663e-20	0.0187236973412279	0.00565782234753437	0.357393570187459	METTL2B	5.00710277551726e-16
2.90166645028235e-61	0.0510971440825869	8.13945652850534e-05	0.00115134881459278	METTL6	8.43079187129536e-57
1.24329250806231e-94	0.0801142441634673	0	0	METTL7A	3.71682295285229e-90
1.51433145877205e-26	0.0363128155540761	0.000427644808234651	0.00039462579074645	MFAP3L	4.06083123984313e-22
2.76187687373414e-14	0.0217949113650295	0.000102873293523598	0.0584315632928233	MFF	6.82183587812333e-10
3.72536738458734e-174	0.137910119847342	0.00358132878322659	0	MFHAS1	1.14324074298216e-169
3.32814154974369e-50	0.0256833620244067	3.67246012350497e-06	0	MFSD10	9.51648794733711e-46
3.22988216621145e-99	0.0686235750510375	5.82171594265546e-08	0	MFSD12	9.68221776965208e-95
2.02015064454298e-71	0.0434516059154521	0	0.0498650407010801	MFSD14B	5.93560662379619e-67
6.41558014935352e-27	0.0432135074448594	0	0	MFSD14C	1.72303236071187e-22
7.97023621828474e-39	0.0181950188401305	0	6.35609194349351e-06	MFSD3	2.22863745135678e-34
2.28336498172382e-13	0.0149304897668495	0.0015851539204072	0.00653699098198118	MFSD4A	5.58648076428551e-09
3.33495549930286e-69	0.0550273256541034	0.000932799153524511	8.93274580970882e-06	MFSD4B	9.77742253285612e-65
1.41780421602113e-60	0.0265623918684892	0.00153571436418842	0.00356558136055002	MFSD6	4.11659454121735e-56
9.81629185552705e-28	0.024975205668627	3.34878584690168e-06	0.0585564104587624	MFSD8	2.64598146965732e-23
0	0.165016122543318	0	0	MGAM	0
3.56907625131995e-10	0.0108053524736218	2.63657521754057e-06	0.000486072643700042	MGAT4B	8.32094437232733e-06
7.18475346423092e-59	0.0564728742378827	2.9348098741222e-06	0.000445484409465458	MGAT5	2.08192601133019e-54
8.02348215536996e-50	0.0897864235546429	0	0	MGMT	2.29295073036163e-45
1.88762365413616e-91	0.123656001865717	0	0	MGST1	5.63191393448065e-87
3.37615908674083e-23	0.0482074520632142	4.90232084822684e-05	0	MGST3	8.90934621400039e-19
3.67695058084418e-14	0.0107674337900494	0	0.0660759907457616	MHENCR	9.07103708294259e-10
4.67519871026251e-109	0.128353755679646	6.16648891599292e-05	0	MIA2	1.40821660351817e-104
9.43492760363297e-50	0.0376096565184799	7.21331566078121e-06	0	MIB2	2.69584186418605e-45
2.35998002610593e-48	0.0329486039932798	9.26463243303699e-05	0	MICAL1	6.72995504044628e-44
2.55311314214908e-133	0.0336086683024925	0.000289840789294116	0.00254890098540927	MICAL2	7.76018739556213e-129
0	0.319994983986285	0	0	MICAL3	0
1.40245709445194e-26	0.0659340970450346	0	0	MICU1	3.76167041873898e-22
9.42856319446654e-14	0.0385070398006494	1.40221792521711e-06	0	MICU2	2.31697511940821e-09
1.04658313129077e-43	0.0295342063848784	0	2.66433948908906e-06	MICU3	2.95889982878527e-39
0	0.119829289902229	0	0	MID1	0
9.87645135664157e-101	0.061197052273968	3.55468882312082e-05	0	MIER1	2.9631329360196e-96
8.55925055721564e-140	0.0716880141439785	0.000196219886477278	0.177945758209234	MINDY2	2.60671975720002e-135
1.16686144399998e-45	0.036245287555124	2.42120864135664e-07	0	MINDY3	3.31201952264953e-41
2.01114979313306e-37	0.0376508990191104	1.7813634595798e-05	0.371432361694069	MINK1	5.60447112852389e-33
0	0.905315910887572	0	0	MIOX	0
7.525190837092e-77	0.0588220416496818	7.75415107662214e-06	0	MIPEP	2.22068381602585e-72
1.98353816717299e-55	0.0480348358139419	0	0	MIR181A1HG	5.72032572031018e-51
6.99106286745287e-156	0.0454607927287651	0	0.00392010933157494	MIR181A2HG	2.13702809732299e-151
3.01762724063365e-41	0.0153254371902095	0.000981027638290499	0.0431345583723579	MIR194-2HG	8.49190481786714e-37
3.65653473887736e-33	0.0279647383155856	0	0.000173006711001511	MIR2052HG	1.00646118687599e-28
1.44200053190842e-65	0.0328041380344293	0	-2.62695325381479e-07	MIR22HG	4.21107415333216e-61
1.45983644425438e-51	0.0605431197416341	0	0	MIR29B2CHG	4.18330731465534e-47
0	0.0813078310420682	0	0	MIR34AHG	0
0	0.20595988807756	1.13234632047043e-05	0	MIR4435-2HG	0
7.11150562398257e-23	0.0127894872468156	0.00147294970737299	0	MIR4500HG	1.87381061686317e-18
8.5404148632946e-74	0.0280753278831933	0.000340277251672738	0.00573844905936455	MIR548A1HG	2.51276086107854e-69
3.38191767051242e-25	0.0125903492866903	1.91458915089204e-05	0.400452226287755	MIR762HG	9.01923623548957e-21
4.29194028047283e-16	0.0645711542131414	0	0	MIR99AHG	1.07985217456696e-11
7.37528197830498e-67	0.0680043026689798	0.000153517271149151	0	MIRLET7BHG	2.15660620327616e-62
1.20265839214561e-20	0.0156172000631172	0.00803647714044603	0.071940546985738	MIS18BP1	3.12643075622174e-16
0	0.293762937335211	0	0	MITF	0
1.66896634435443e-248	0.146393216309722	0	0.0366253265927248	MKL1	5.17947015306953e-244
3.99876717356583e-159	0.155863166904311	0	0	MKLN1	1.22302294003511e-154
5.55915125073808e-49	0.0143825691133602	0	0.382429029857605	MKRN2OS	1.58674854149817e-44
4.99359707565103e-79	0.111341486770073	0	0	MLLT10	1.47675646318228e-74
2.00887328374373e-27	0.0307641043789135	0.00541770942245617	0.518864333581502	MLLT6	5.4096948657935e-23
0	0.361959891348582	0	0	MLXIPL	0
0	0.646714770527151	0	0	MME	0
2.16619397437058e-51	0.0328468325239418	-4.42391586918944e-07	0.00165558368491009	MMP24	6.20592911717428e-47
3.27347422273987e-295	0.103943037963881	0	0	MMP7	1.02001456780574e-290
3.0483357819327e-45	0.0698941540781531	0.000341614030612114	0	MNAT1	8.64477544398295e-41
1.39239179991236e-63	0.02377687923035	0	0.0305260715740366	MNS1	4.05715122658462e-59
1.10364864041658e-34	0.0630702843157911	0	0	MOB3B	3.05015374751931e-30
1.18137318089555e-28	0.0113012270534448	9.58411545571858e-05	0.00345101362565403	MOCOS	3.19821347532042e-24
4.60686497158103e-275	0.100212797002175	0	0	MOGAT1	1.43310355535943e-270
1.51842844591942e-85	0.0321110104253141	0	0	MOGAT3	4.51413592687386e-81
4.28088181877217e-29	0.0212497569998347	0.000111340182961661	0.00588893498061505	MORC4	1.16106076688739e-24
1.86032462852146e-32	0.0353228815871394	0	0.000398098299322802	MORF4L1	5.10826539745707e-28
3.18727482459522e-10	0.0170002681391531	5.79852652552448e-05	0.00112726853755862	MORF4L2	7.44101180550001e-06
3.1500506485065e-43	0.0458511416181272	0	9.30921710051713e-07	MOSMO	8.89920808709571e-39
8.5792048733789e-109	0.069278571140582	0	0	MPC1	2.58379913171552e-104
2.29363205300247e-22	0.0513433193540385	0	0.000113828903761326	MPP5	6.02537140323749e-18
2.76998902612832e-23	0.0379931514427526	0	0	MPP7	7.31415602349184e-19
4.49413442505867e-60	0.0481229431127104	3.72540331304849e-05	1.8869458715931e-05	MPPED2	1.30397310343077e-55
1.93997174965598e-47	0.0368063129233862	5.95018536952985e-06	0.00162219263542451	MPST	5.52503954302023e-43
1.65680447922661e-31	0.0101284969441252	0	1.91102307611768e-06	MPZL2	4.53318273561194e-27
2.49771193971257e-31	0.0213255527524717	0.00013298685524693	0.00713269251253551	MRE11	6.82974352795006e-27
3.72883423189382e-122	0.0445248108872902	0	0	MRO	1.12950117718296e-117
9.4626467360949e-25	0.0340971055976064	0.0006578311143563	0.259295065644172	MROH1	2.51611776712763e-20
1.03799636403238e-89	0.0295254086788484	0	0.000323171037362235	MROH2A	3.09385196263493e-85
1.4517648971747e-26	0.0125645017584207	0	0.0213298920849767	MROH6	3.89363345422254e-22
1.36171591654101e-61	0.010502855136165	0	0.000343942222084614	MROH9	3.95823582620142e-57
5.23576930231656e-13	0.0140094206124833	0.00297499102110738	0.000509028380085819	MRPL19	1.27490982511408e-08
1.18805841727073e-24	0.0224725611698946	0.00669575068360073	0.648514561367818	MRPL3	3.15762166142215e-20
1.63470839935444e-72	0.0400653385945814	4.88632988920878e-06	0.0929620107260604	MRPL33	4.80571575242217e-68
1.0818299756791e-12	0.0141139211893464	6.87435080131693e-05	0.106037823933054	MRPL41	2.62257222704127e-08
4.70929213904995e-15	0.0307001019821803	2.26487399020425e-05	0	MRPS6	1.17218990633092e-10
4.2397701409978e-27	0.0271409820744488	1.59596197485401e-06	0	MRPS9	1.13935342999034e-22
1.08114394408343e-12	0.0188625853650378	0.000274841441897711	0.36689598662254	MRS2	2.62101726364145e-08
2.42408133277163e-48	0.0374164311813497	3.57651299462414e-05	0.175313287761951	MSANTD2	6.91226792039831e-44
0	0.19400564753268	0	0	MSC-AS1	0
2.35610902294308e-32	0.0608299500915222	0	0	MSH3	6.46657682436958e-28
1.25461321883983e-262	0.247323112481606	0	0	MSI2	3.89833419357911e-258
5.0270055333879e-108	0.0887131303005908	0	0	MSN	1.5136313661031e-103
0	0.644064807183185	0	0	MSRA	0
1.85478165115753e-41	0.0191950507542193	0	0	MSRB1	5.22195226066892e-37
3.7337002001769e-132	0.0383372697417881	0	0.0174559199793862	MSRB3	1.13448480582375e-127
0	0.210074300962492	0	0	MST1	0
2.62208681981288e-40	0.0570067867746821	0.000519022504236522	0	MT1G	7.3622953726706e-36
9.12551072786124e-81	0.0500418761151212	0	0	MT1H	2.70160745098332e-76
1.51326077219689e-21	0.0290092099058779	0.000100437994613345	0	MT2A	3.95747957144932e-17
3.84255603348409e-76	0.0733230168181059	0	0	MTA3	1.13309292315379e-71
2.29816553646816e-36	0.0472752541297313	0.000417059629743199	0	MTCH2	6.38338459409396e-32
1.48219693752374e-323	0.12523883147403	0	0	MTCL1	4.62741883894912e-319
7.98578541106097e-59	0.0707440369254933	0	2.51353838859325e-06	MTDH	2.31364174929258e-54
1.14681510845162e-50	0.0684005580405954	0	0	MTFR1	3.28161143283431e-46
0	0.129187043093905	7.59693576257714e-06	0	MTHFD1L	0
5.39331410902778e-145	0.0852633365269182	0	0	MTHFR	1.64506866953565e-140
1.85371645818231e-12	0.0166615746708634	0.00297172712479216	0	MTIF3	4.48080342271828e-08
9.50389078192178e-28	0.0435391444423673	4.2307169090261e-07	0	MTM1	2.56215391589829e-23
4.37472392040632e-87	0.0644653034022092	0.000573248345043131	0.000231178273160937	MTMR12	1.3016553552777e-82
1.21117117066679e-102	0.0952412224907291	0	0	MTMR3	3.63763149398064e-98
7.13799861652314e-72	0.0418435352657166	0	0.000406094792238909	MTMR4	2.09785779339615e-67
3.33193038676354e-29	0.0267162301542365	0	0	MTMR8	9.03986033232816e-25
4.98257770795146e-12	0.0221163745521851	1.33822983752752e-05	2.45537681839436e-05	MTOR	1.19671551389578e-07
2.27681994631792e-13	0.010635409119224	0.00159051465178084	1.36410527964981e-05	MTRNR2L1	5.57092304465068e-09
0	0.498045248432465	0	0	MTRNR2L12	0
0	0.517529870410648	0	0	MTRNR2L8	0
1.81068496047167e-68	0.0238194262936385	3.43198804672595e-05	0	MTTP	5.30313411222944e-64
2.69419887617991e-31	0.0415071666288297	0.000101918495035325	0.0185066749312643	MTUS1	7.36567030758827e-27
1.54719096714367e-74	0.0682838558874258	0	0	MTX2	4.55601324094795e-70
1.69609290241265e-27	0.0795822081862243	0	0	MUC20-OT1	4.56842623264847e-23
2.03637901878295e-31	0.023925926549295	8.71706399563354e-07	0	MVD	5.56949661637136e-27
1.67173114374662e-13	0.024016974043461	0	0.0650169219430398	MVP	4.09507260972173e-09
2.12014384576113e-20	0.0211975949438823	0.00650602408845891	0.00827946893711823	MXD4	5.50177327975013e-16
4.35601195544188e-25	0.0102862407159673	0.00713755889871059	4.24789912011336e-05	MXRA5	1.16079006588615e-20
2.13777602675426e-40	0.0168443209188666	0.000251781599381218	0.509682265092966	MXRA7	6.003516415934e-36
5.79018592578552e-59	0.0140998235568176	0	0	MYC	1.6780537831519e-54
4.34312318721663e-60	0.0169405129004227	0	0	MYCN	1.26028748646652e-55
5.8984022936705e-13	0.0210273272147105	0	2.65552531770186e-05	MYH14	1.43514026207297e-08
2.99567476882231e-254	0.13096369953865	0	0	MYH9	9.30157015719326e-250
1.16322181585359e-16	0.0157771554774601	0	0	MYHAS	2.94039210611469e-12
3.33426419685146e-31	0.0186319836290096	5.23951592756866e-06	1.90546136874525e-05	MYL12A	9.11087691789661e-27
2.30088477095683e-15	0.020915501059104	0	6.10935105178623e-05	MYL12B	5.74507918460212e-11
1.05180816916623e-21	0.011345456336894	0	0.948771953272676	MYL2	2.75289752115876e-17
4.91528113395009e-33	0.0460690896895921	0	0	MYL6	1.35253790962905e-28
1.0108040984829e-13	0.0183637357628363	0.000195332287106942	0.0158110867289767	MYL9	2.48283810710356e-09
0	0.19014741174874	0	0	MYLK	0
4.40468603075742e-19	0.0131313557671497	0	0.00581026324367612	MYLK-AS1	1.13279715339019e-14
6.7782712085787e-28	0.0179702286763743	0	0.179355528467088	MYLK4	1.82857422393828e-23
2.77446338076167e-43	0.0610414786721991	0	0	MYO10	7.83841394332788e-39
2.90501183593035e-181	0.0699172076280114	0.00548692645249443	0	MYO1B	8.92826337654833e-177
1.11281709081348e-142	0.0459935734162822	0.00288521848075418	1.59069614532048e-05	MYO1C	3.39208905621765e-138
0	0.211434857900968	0	1.60002911220314e-06	MYO1D	0
0	0.188300601287809	0.000723723869656578	0	MYO1E	0
0	0.0953362620973745	0	0	MYO3A	0
4.22334552960409e-283	0.185263695008471	0	0	MYO5B	1.31476969682105e-278
7.30805366344789e-39	0.121149656496026	0.00022901822713095	0	MYO6	2.04391644859311e-34
4.4931452382729e-126	0.0444282930237357	0.000266770716740472	0	MYO7A	1.36254629350626e-121
1.65656028641637e-87	0.0745686439114033	0	0.0296477129013811	MYO7B	4.93091734854697e-83
3.24820914698925e-45	0.106091714076133	0	0	MYO9A	9.21062185720272e-41
0	0.159299707867602	0	0	MYOF	0
4.13432805392918e-47	0.0505118140857708	0.00578968952066961	9.94504085305437e-07	MYOM3	1.17662976414825e-42
1.19310716361336e-12	0.0123500335686013	0.00871636762425437	0.024794372899741	MYPOP	2.89077934671881e-08
8.67970600796272e-196	0.045366947169642	7.43314836926245e-06	0	MYRF	2.67482500047387e-191
4.16465000139102e-35	0.0413836217768842	0.00263645067237922	0	MYRFL	1.15210877638481e-30
3.75328508792352e-59	0.0692556356891259	0	0	MYRIP	1.08796474843639e-54
9.30186483469972e-16	0.0109008988989838	0	0.134639167583965	MZF1-AS1	2.33076827163071e-11
2.93959697872998e-21	0.0152508441760648	0.00746269951398776	0.444133932125932	MZT2A	7.67293603388099e-17
1.3343360974481e-46	0.0902163112096802	3.51924506536427e-07	2.78961701564162e-05	N4BP2L2	3.79445156031316e-42
9.42332083695617e-18	0.0216959116674897	0.00324358690954341	0.264866981412751	NAA16	2.40087368283969e-13
2.06802973395956e-43	0.0427597978977073	0.00624532558765684	0.0455559291569558	NAA25	5.84342481627614e-39
3.11640166619396e-70	0.0328901305174144	0.00816749698252089	0	NAA38	9.14819709111237e-66
2.05798713845441e-24	0.0310731850901388	1.89892723273521e-06	0	NAA50	5.46416165131032e-20
4.76437578549306e-15	0.0107782993171445	5.76720390776941e-06	3.1503124332033e-05	NAAA	1.18585313300922e-10
1.46394874365649e-64	0.0680029228163304	0	0	NABP1	4.27004569549726e-60
6.62687791032879e-21	0.0335222692010353	0	0.080279209133669	NACC2	1.72616915808244e-16
2.3631626913843e-32	0.031583223698429	0	0	NADSYN1	6.48570000650421e-28
2.01272146074663e-14	0.0127344966697138	0.00111576185102574	0.18987349886499	NAF1	4.97786271671857e-10
4.09002578217148e-45	0.0137029606512019	0	0.00228654987623333	NAGS	1.15939960847215e-40
7.73117870439819e-49	0.0474732455108147	0	0.114549510568766	NAIP	2.20632377866116e-44
9.94533390552435e-127	0.0838309697937633	0.000187638565912529	0	NAMPT	3.01651922688459e-122
8.93790329589219e-106	0.0549482813227753	0	0.0109077619921716	NAP1L1	2.68852131140437e-101
1.48619796382772e-24	0.047375702395645	0.00186850493614282	0.0118097284489533	NAP1L4	3.94884672893883e-20
1.96025726587015e-64	0.033463735994236	0	0	NAPRT	5.71669826445711e-60
1.23870386404369e-54	0.0406360475355063	3.55509472840798e-05	0	NAPSA	3.5668477765138e-50
6.12340345997523e-84	0.0570958273506876	7.52096738203534e-05	0	NARS2	1.81797725323205e-79
5.65113423198736e-151	0.0479812348748209	0	0	NAT1	1.7257433717643e-146
1.62787033663593e-101	0.0691258417616456	0	0	NAT8	4.88621560244642e-97
4.56456151317743e-199	0.0986828912466124	0.000764795455951206	0	NAV2	1.407391251358e-194
3.19283801684823e-13	0.0239043534272157	4.46238202278515e-07	0.0188859061817544	NAV3	7.79691043714339e-09
1.07757408800508e-84	0.0841131092324505	1.5611391708803e-06	0	NBAS	3.20114934323668e-80
1.82424724888231e-165	0.0253286700899611	0	0.0105700822858709	NBAT1	5.58858144695096e-161
1.60500544737875e-36	0.0377879839391551	0.000850628326456992	0.0610126538815126	NBDY	4.46031013826555e-32
1.2598886374073e-159	0.15873607303383	0	0	NBEA	3.85399934182894e-155
1.74814649212346e-25	0.0682312247202157	0	0	NBEAL1	4.66772594861885e-21
1.51656655654496e-51	0.0162238875681964	0	0.192073144907614	NBL1	4.34572146777958e-47
1.78572549183693e-15	0.0187916815126225	5.53593978280809e-06	0.0764393944336625	NBPF1	4.46395658449396e-11
4.43468755043326e-26	0.0164023295019294	0.00146724818890309	0.0386472895017014	NBPF19	1.18698846974897e-21
4.19478903674466e-41	0.0123992327950449	0	0.149236378115482	NCAM1	1.17991026025554e-36
6.95533243224845e-252	0.163314137701703	0.00307763284564722	0	NCEH1	2.15928295359153e-247
7.68965749086373e-118	0.0915454791519499	1.11072424252567e-06	0	NCKAP1	2.32512173551247e-113
1.65270037903246e-266	0.290307575939821	0	0	NCKAP5	5.13675804807078e-262
7.21589987102746e-64	0.104766693694401	0	0	NCOA1	2.10329049440709e-59
4.46122680652317e-181	0.216948555815945	0	0	NCOA2	1.37097960991263e-176
1.32685871368804e-60	0.0639254065912022	0	5.79708499692799e-05	NCOA3	3.85266696106459e-56
2.00236916988725e-29	0.0583576441943693	0	0	NCOA6	5.43683277007787e-25
4.34043126280223e-75	0.109616893335223	0	0	NCOA7	1.27882126295942e-70
1.79422690591019e-107	0.0828109588011854	0	0	NCOR2	5.40116125486145e-103
1.56373203749317e-18	0.0414901407176591	0	0	NDFIP2	4.00409225520501e-14
8.10369622335987e-216	0.174014220499194	0	0	NDRG1	2.50517665048947e-211
1.21431287398309e-13	0.0304829965972115	7.41501986439852e-06	6.11909766506935e-06	NDST1	2.97968093017971e-09
2.83968698795218e-13	0.0226492033939911	0	5.56712729993247e-06	NDUFAF6	6.93849118636235e-09
4.64398261298533e-12	0.0148141183783139	4.30709488180581e-06	4.24603320589023e-05	NDUFB10	1.11618122103102e-07
3.04564983187725e-14	0.0363288995446291	0	0	NDUFS1	7.51970943490493e-10
1.65009901539899e-24	0.0367178744098987	0	0	NDUFS4	4.38348803440741e-20
7.2866915517809e-20	0.0323688457863715	0.00012674923730549	0	NDUFV1	1.88433843529054e-15
3.84075216886064e-14	0.0205306792982034	1.23931789657306e-05	0	NDUFV2	9.47475152536232e-10
0	0.660599051011108	0	0	NEAT1	0
3.43599246786261e-109	0.13060987953545	0	0	NEBL	1.03512709086829e-104
1.4022617912493e-247	0.057205430506308	4.11342455014507e-06	0.00278913907633282	NECAB1	4.35107811206746e-243
2.97729549303462e-25	0.0132977717039876	0.00385873152008359	0.388841451430459	NECAP2	7.94312664586706e-21
4.33284659040192e-78	0.0515486938526594	0	9.0874208987124e-05	NECTIN2	1.28035616746377e-73
1.41437049217391e-19	0.0329164532851929	0	4.39055097645191e-06	NECTIN3	3.64935874390712e-15
6.98639185649951e-38	0.02166222230752	0.000371143383738615	9.99687495895074e-07	NEDD1	1.94878414445197e-33
1.3860049521577e-132	0.103466646022426	0	0	NEDD4	4.21193044911203e-128
1.85508079269235e-126	0.223082872542624	0	0	NEDD4L	5.62608902807735e-122
2.37130743891876e-109	0.103397633534118	0	0	NEDD9	7.14474931346223e-105
5.87916285807575e-27	0.0388392577685291	0	0	NEGR1	1.57908435205057e-22
5.7916789095417e-12	0.0172160866494136	2.43936561030167e-05	4.57037930834403e-07	NEK10	1.3901187718682e-07
1.106505577427e-18	0.0183179183813328	0.000320391427476141	0.0032789920460039	NEK4	2.83663769829187e-14
9.40115199581096e-126	0.0874599972436477	0	0.000116083121242505	NEK6	2.85033527360993e-121
4.29241617728681e-11	0.0198377280676	0.00233420110598226	0.0303189096896729	NEK9	1.01695924072279e-06
4.92259252024835e-89	0.0525047965261525	0.000855181528180204	2.29802778084487e-06	NELL1	1.46658798955759e-84
1.04331233543807e-65	0.114027521560106	0	0	NEO1	3.04730666934752e-61
2.57911002095254e-14	0.0127264535720608	0	7.89479879986232e-05	NEU1	6.37117548475907e-10
9.84257357510752e-11	0.0140648428800449	0.00829871913865304	9.01328485819475e-06	NEU3	2.31841820561658e-06
2.72478907260776e-47	0.0148662660749687	0	0	NEU4	7.75829192643607e-43
8.63092179520746e-42	0.0167285413291761	0	0.960538324240517	NEURL2	2.43184852501765e-37
1.66766300330028e-29	0.0174147546656153	0	0.276009269927588	NEXN	4.52870565176224e-25
9.98850170219458e-117	0.141411999782016	1.51735242220896e-06	0	NF1	3.01862509942022e-112
1.55702768719227e-237	0.102308880249257	0	0	NF2	4.82631872198988e-233
5.23578777762117e-35	0.0222123575267147	9.79808877388244e-06	1.36236926778777e-06	NFASC	1.44800946777891e-30
0	0.268550637622303	0	0	NFAT5	0
5.10261280903315e-130	0.108368584186553	0	0	NFATC3	1.54915324882246e-125
9.08852882544855e-92	0.0807913875122252	0	0	NFE2L1	2.71228965737861e-87
2.15735556781638e-85	0.107924023988713	0	0.35631908268502	NFE2L2	6.41252368977741e-81
